 day,wcl1,wcl2,wcl3,wcl4,wcl5,wcl6,wcl7,wcl8,wcl9,wcl10,liq_water1,liq_water2,liq_water3,liq_water4,liq_water5, liq_water6,liq_water7,liq_water8,liq_water9,liq_water10,ice1,ice2,ice3,ice4,ice5,ice6,ice7,ice8,ice9,ice10,zwt
   1116,         0.5636,         0.5530,         0.5617,         0.5620,         0.5623,         0.5632,         0.5632,         0.5632,         0.5632,         0.5632,         0.0134,         0.0553,         0.0562,         0.0562,         0.0562,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0430,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,        -8.8157
   1117,         0.5631,         0.5523,         0.5617,         0.5621,         0.5623,         0.5632,         0.5632,         0.5632,         0.5632,         0.5632,         0.0130,         0.0552,         0.0562,         0.0562,         0.0562,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0433,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,       -11.3715
   1118,         0.5627,         0.5517,         0.5617,         0.5621,         0.5623,         0.5632,         0.5632,         0.5632,         0.5632,         0.5632,         0.0125,         0.0552,         0.0562,         0.0562,         0.0562,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0437,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,       -13.5109
   1119,         0.5622,         0.5510,         0.5617,         0.5621,         0.5623,         0.5632,         0.5632,         0.5632,         0.5632,         0.5632,         0.0120,         0.0551,         0.0562,         0.0562,         0.0562,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0443,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,       -15.3257
   1120,         0.5617,         0.5503,         0.5617,         0.5621,         0.5623,         0.5632,         0.5632,         0.5632,         0.5632,         0.5632,         0.0114,         0.0550,         0.0562,         0.0562,         0.0562,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0448,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,       -17.2735
   1121,         0.5610,         0.5495,         0.5617,         0.5620,         0.5623,         0.5632,         0.5632,         0.5632,         0.5632,         0.5632,         0.0109,         0.0550,         0.0562,         0.0562,         0.0562,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0452,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,       -19.2549
   1122,         0.5606,         0.5489,         0.5617,         0.5621,         0.5623,         0.5632,         0.5632,         0.5632,         0.5632,         0.5632,         0.0104,         0.0549,         0.0562,         0.0562,         0.0562,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0457,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,       -20.4949
   1123,         0.5602,         0.5482,         0.5617,         0.5621,         0.5623,         0.5632,         0.5632,         0.5632,         0.5632,         0.5632,         0.0098,         0.0548,         0.0562,         0.0562,         0.0562,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0462,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,       -21.6155
   1124,         0.5597,         0.5475,         0.5617,         0.5621,         0.5623,         0.5632,         0.5632,         0.5632,         0.5632,         0.5632,         0.0092,         0.0548,         0.0562,         0.0562,         0.0562,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0468,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,       -22.8844
   1125,         0.5585,         0.5466,         0.5616,         0.5620,         0.5623,         0.5632,         0.5632,         0.5632,         0.5632,         0.5632,         0.0084,         0.0547,         0.0562,         0.0562,         0.0562,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0475,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,       -25.0780
   1126,         0.5578,         0.5458,         0.5616,         0.5620,         0.5623,         0.5632,         0.5632,         0.5632,         0.5632,         0.5632,         0.0078,         0.0546,         0.0562,         0.0562,         0.0562,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0480,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,       -26.4828
   1127,         0.5572,         0.5451,         0.5616,         0.5620,         0.5623,         0.5632,         0.5632,         0.5632,         0.5632,         0.5632,         0.0071,         0.0545,         0.0562,         0.0562,         0.0562,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0486,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,       -27.6893
   1128,         0.5566,         0.5443,         0.5616,         0.5620,         0.5623,         0.5632,         0.5632,         0.5632,         0.5632,         0.5632,         0.0065,         0.0544,         0.0562,         0.0562,         0.0562,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0492,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,       -28.8539
   1129,         0.5560,         0.5436,         0.5616,         0.5620,         0.5623,         0.5632,         0.5632,         0.5632,         0.5632,         0.5632,         0.0058,         0.0544,         0.0562,         0.0562,         0.0562,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0498,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,       -29.9272
   1130,         0.5552,         0.5427,         0.5616,         0.5620,         0.5623,         0.5632,         0.5632,         0.5632,         0.5632,         0.5632,         0.0051,         0.0543,         0.0562,         0.0562,         0.0562,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0504,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,       -31.2341
   1131,         0.5546,         0.5420,         0.5616,         0.5620,         0.5623,         0.5632,         0.5632,         0.5632,         0.5632,         0.5632,         0.0044,         0.0542,         0.0562,         0.0562,         0.0562,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0511,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,       -32.2460
   1132,         0.5541,         0.5412,         0.5616,         0.5620,         0.5623,         0.5632,         0.5632,         0.5632,         0.5632,         0.5632,         0.0038,         0.0541,         0.0562,         0.0562,         0.0562,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0517,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,       -33.2307
   1133,         0.5534,         0.5405,         0.5616,         0.5620,         0.5623,         0.5632,         0.5632,         0.5632,         0.5632,         0.5632,         0.0031,         0.0540,         0.0562,         0.0562,         0.0562,         0.1126,         0.1126,         0.1126,         0.1126,         0.1126,         0.0523,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,         0.0000,       -34.2260
