 sdoy, GPP_d, NEE_d, Reco_d, NPP_d, Ra_d, QC1, QC2, QC3, QC4, QC5, QC6, QC7, QC8, Rh_d
    817,         1.0779,        -1.0003,         0.0777,         0.0000,         0.0000,       432.7792,       462.1516,       395.4021,       284.1532,       277.5509,       184.4845,     38440.8945,     23158.6543,         0.0777
    818,         1.3939,        -1.3176,         0.0763,         0.0000,         0.0000,       432.3496,       462.1508,       395.2947,       284.5997,       277.5487,       184.4824,     38440.8945,     23158.6543,         0.0763
    819,         1.2029,        -1.1283,         0.0746,         0.0000,         0.0000,       431.9275,       462.1501,       395.1892,       285.0387,       277.5465,       184.4808,     38440.8945,     23158.6543,         0.0746
    820,         1.4964,        -1.4138,         0.0826,         0.0000,         0.0032,       431.4840,       462.1494,       395.0777,       285.4992,       277.5443,       184.4789,     38440.8945,     23158.6543,         0.0794
    821,         0.0000,         0.0807,         0.0807,         0.0000,         0.0000,       431.0357,       462.1486,       394.9649,       285.9642,       277.5421,       184.4772,     38440.8945,     23158.6543,         0.0807
    822,         0.0221,         0.0588,         0.0809,         0.0000,         0.0000,       430.5877,       462.1479,       394.8521,       286.4283,       277.5399,       184.4757,     38440.8945,     23158.6543,         0.0809
    823,         0.3615,        -0.2804,         0.0811,         0.0000,         0.0000,       430.1398,       462.1472,       394.7393,       286.8924,       277.5378,       184.4741,     38440.8945,     23158.6543,         0.0811
    824,         0.9071,        -0.8259,         0.0812,         0.0000,         0.0000,       429.6922,       462.1464,       394.6263,       287.3560,       277.5356,       184.4728,     38440.8945,     23158.6543,         0.0812
    825,         0.6026,        -0.5211,         0.0815,         0.0000,         0.0000,       429.2450,       462.1457,       394.5134,       287.8186,       277.5334,       184.4717,     38440.8945,     23158.6543,         0.0815
    826,         0.0035,         0.0782,         0.0817,         0.0000,         0.0000,       428.7979,       462.1450,       394.4003,       288.2806,       277.5312,       184.4706,     38440.8945,     23158.6543,         0.0817
    827,         0.0000,         0.0820,         0.0820,         0.0000,         0.0000,       428.3504,       462.1442,       394.2868,       288.7430,       277.5290,       184.4700,     38440.8945,     23158.6543,         0.0820
    828,         0.0000,         0.0824,         0.0824,         0.0000,         0.0000,       427.9029,       462.1435,       394.1732,       289.2048,       277.5268,       184.4697,     38440.8945,     23158.6543,         0.0824
    829,         0.0000,         0.0827,         0.0827,         0.0000,         0.0000,       427.4547,       462.1428,       394.0597,       289.6667,       277.5246,       184.4693,     38440.8945,     23158.6543,         0.0827
    830,         0.0000,         0.0830,         0.0830,         0.0000,         0.0000,       427.0064,       462.1420,       393.9460,       290.1284,       277.5224,       184.4693,     38440.8945,     23158.6543,         0.0830
    831,         0.0000,         0.0832,         0.0832,         0.0000,         0.0000,       426.5585,       462.1413,       393.8321,       290.5896,       277.5202,       184.4693,     38440.8945,     23158.6543,         0.0832
    832,         0.0000,         0.0835,         0.0835,         0.0000,         0.0000,       426.1102,       462.1406,       393.7178,       291.0510,       277.5180,       184.4697,     38440.8945,     23158.6543,         0.0835
    833,         0.0000,         0.0838,         0.0838,         0.0000,         0.0000,       425.6615,       462.1398,       393.6035,       291.5122,       277.5158,       184.4702,     38440.8945,     23158.6543,         0.0838
    834,         0.0000,         0.0841,         0.0841,         0.0000,         0.0000,       425.2124,       462.1391,       393.4892,       291.9735,       277.5136,       184.4711,     38440.8945,     23158.6543,         0.0841
    835,         0.0000,         0.0843,         0.0843,         0.0000,         0.0000,       424.7630,       462.1384,       393.3745,       292.4352,       277.5114,       184.4722,     38440.8945,     23158.6543,         0.0843
    836,         0.0074,         0.0773,         0.0847,         0.0000,         0.0000,       424.3131,       462.1376,       393.2595,       292.8969,       277.5092,       184.4732,     38440.8945,     23158.6543,         0.0847
    837,         0.1614,        -0.0764,         0.0850,         0.0000,         0.0000,       423.8628,       462.1369,       393.1445,       293.3587,       277.5070,       184.4745,     38440.8945,     23158.6543,         0.0850
    838,         0.0000,         0.0853,         0.0853,         0.0000,         0.0000,       423.4121,       462.1362,       393.0289,       293.8209,       277.5048,       184.4760,     38440.8945,     23158.6543,         0.0853
    839,         0.0000,         0.0856,         0.0856,         0.0000,         0.0000,       422.9610,       462.1354,       392.9132,       294.2831,       277.5026,       184.4775,     38440.8945,     23158.6543,         0.0856
    840,         0.0000,         0.0857,         0.0857,         0.0000,         0.0000,       422.5102,       462.1347,       392.7975,       294.7448,       277.5004,       184.4790,     38440.8945,     23158.6543,         0.0857
    841,         1.3699,        -1.2842,         0.0858,         0.0000,         0.0000,       422.0602,       462.1340,       392.6819,       295.2055,       277.4982,       184.4808,     38440.8945,     23158.6543,         0.0858
    842,         0.0000,         0.0859,         0.0859,         0.0000,         0.0000,       421.6105,       462.1332,       392.5662,       295.6655,       277.4960,       184.4826,     38440.8945,     23158.6543,         0.0859
    843,         0.0000,         0.0860,         0.0860,         0.0000,         0.0000,       421.1613,       462.1325,       392.4506,       296.1249,       277.4938,       184.4845,     38440.8945,     23158.6543,         0.0860
    844,         1.1909,        -1.1049,         0.0860,         0.0000,         0.0000,       420.7130,       462.1318,       392.3352,       296.5831,       277.4916,       184.4865,     38440.8945,     23158.6543,         0.0860
    845,         0.8447,        -0.7587,         0.0861,         0.0000,         0.0000,       420.2651,       462.1310,       392.2200,       297.0406,       277.4894,       184.4887,     38440.8945,     23158.6543,         0.0861
    846,         1.1318,        -1.0456,         0.0861,         0.0000,         0.0000,       419.8177,       462.1303,       392.1050,       297.4970,       277.4872,       184.4910,     38440.8945,     23158.6543,         0.0861
    847,         3.0600,        -2.9212,         0.1388,         0.0256,         0.0528,       419.3844,       462.1321,       392.0004,       297.9520,       277.4850,       184.4935,     38440.8945,     23158.6543,         0.0861
    848,         3.7408,        -3.4105,         0.3303,         0.2153,         0.2441,       419.0468,       462.1529,       391.9718,       298.4061,       277.4828,       184.4961,     38440.8945,     23158.6543,         0.0861
    849,         2.7071,        -2.3639,         0.3432,         0.0793,         0.2565,       418.6414,       462.1601,       391.8885,       298.8589,       277.4804,       184.4993,     38440.8945,     23158.6543,         0.0867
    850,         3.0360,        -2.6151,         0.4209,         0.1821,         0.3065,       418.2858,       462.1776,       391.8459,       299.2544,       277.4760,       184.5354,     38440.8945,     23158.6543,         0.1143
    851,         2.9048,        -2.4074,         0.4975,         0.1462,         0.3015,       417.8608,       462.1915,       391.7545,       299.5838,       277.4670,       184.6393,     38440.8945,     23158.6543,         0.1960
    852,         0.0002,         0.4523,         0.4525,         0.0000,         0.3031,       417.3634,       462.1907,       391.5848,       300.0465,       277.4616,       184.6693,     38440.8945,     23158.6543,         0.1494
    853,         0.0000,         0.4103,         0.4103,         0.0000,         0.2338,       416.8665,       462.1900,       391.4109,       300.4576,       277.4544,       184.7282,     38440.8945,     23158.6543,         0.1765
    854,         0.0141,         0.3692,         0.3832,         0.0000,         0.1952,       416.3702,       462.1892,       391.2285,       300.8576,       277.4467,       184.7934,     38440.8945,     23158.6543,         0.1881
