 day,simuCH4_d,pro_sum_d,oxi_sum_d,fdifu1_d,ebu_sum_d,pla_sum_d,CH4V1,CH4V2,CH4V3,CH4V4,CH4V5,    CH4V6,CH4V7,CH4V8,CH4V9,CH4V10
    761,         0.0055,         0.0000,         0.0001,         0.0053,         0.0000,         0.0002,         0.0040,         3.1229,         5.4964,         6.8520,         7.5160,         8.1493,         8.1308,         7.8794,         7.6785,         7.5854
    762,         0.0050,         0.0000,         0.0006,         0.0048,         0.0000,         0.0002,         0.0040,         3.0980,         5.4693,         6.8303,         7.5055,         8.1443,         8.1290,         7.8798,         7.6793,         7.5861
    763,         0.0046,         0.0000,         0.0008,         0.0045,         0.0000,         0.0002,         0.0039,         3.0738,         5.4423,         6.8088,         7.4947,         8.1392,         8.1272,         7.8802,         7.6802,         7.5868
    764,         0.0044,         0.0000,         0.0010,         0.0043,         0.0000,         0.0002,         0.0039,         3.0504,         5.4157,         6.7875,         7.4836,         8.1342,         8.1253,         7.8805,         7.6810,         7.5875
    765,         0.0042,         0.0000,         0.0012,         0.0041,         0.0000,         0.0002,         0.0039,         3.0281,         5.3897,         6.7666,         7.4725,         8.1291,         8.1235,         7.8809,         7.6818,         7.5882
    766,         0.0041,         0.0000,         0.0013,         0.0039,         0.0000,         0.0002,         0.0038,         3.0060,         5.3636,         6.7456,         7.4610,         8.1240,         8.1217,         7.8812,         7.6826,         7.5889
    767,         0.0040,         0.0000,         0.0014,         0.0038,         0.0000,         0.0002,         0.0038,         2.9850,         5.3382,         6.7250,         7.4495,         8.1189,         8.1199,         7.8815,         7.6834,         7.5897
    768,         0.0038,         0.0000,         0.0014,         0.0037,         0.0000,         0.0002,         0.0038,         2.9640,         5.3127,         6.7042,         7.4377,         8.1137,         8.1180,         7.8818,         7.6842,         7.5904
    769,         0.0037,         0.0000,         0.0015,         0.0036,         0.0000,         0.0002,         0.0038,         2.9437,         5.2876,         6.6837,         7.4257,         8.1086,         8.1162,         7.8821,         7.6850,         7.5911
    770,         0.0036,         0.0000,         0.0016,         0.0035,         0.0000,         0.0002,         0.0037,         2.9246,         5.2632,         6.6636,         7.4138,         8.1034,         8.1143,         7.8824,         7.6858,         7.5918
    771,         0.0035,         0.0000,         0.0017,         0.0034,         0.0000,         0.0002,         0.0037,         2.9061,         5.2393,         6.6436,         7.4017,         8.0982,         8.1125,         7.8827,         7.6866,         7.5926
    772,         0.0035,         0.0000,         0.0017,         0.0033,         0.0000,         0.0002,         0.0037,         2.8862,         5.2144,         6.6229,         7.3891,         8.0929,         8.1106,         7.8829,         7.6874,         7.5933
    773,         0.0034,         0.0000,         0.0017,         0.0032,         0.0000,         0.0002,         0.0037,         2.8671,         5.1897,         6.6025,         7.3764,         8.0876,         8.1086,         7.8832,         7.6882,         7.5940
    774,         0.0033,         0.0000,         0.0018,         0.0032,         0.0000,         0.0002,         0.0036,         2.8495,         5.1662,         6.5827,         7.3639,         8.0823,         8.1068,         7.8834,         7.6889,         7.5948
    775,         0.0032,         0.0000,         0.0018,         0.0031,         0.0000,         0.0002,         0.0036,         2.8330,         5.1436,         6.5634,         7.3515,         8.0770,         8.1049,         7.8836,         7.6897,         7.5955
    776,         0.0032,         0.0000,         0.0019,         0.0030,         0.0000,         0.0002,         0.0036,         2.8167,         5.1212,         6.5440,         7.3388,         8.0716,         8.1029,         7.8838,         7.6905,         7.5962
    777,         0.0031,         0.0000,         0.0019,         0.0029,         0.0000,         0.0002,         0.0036,         2.8006,         5.0990,         6.5246,         7.3260,         8.0662,         8.1010,         7.8840,         7.6912,         7.5969
    778,         0.0030,         0.0000,         0.0019,         0.0029,         0.0000,         0.0002,         0.0036,         2.7847,         5.0769,         6.5052,         7.3131,         8.0608,         8.0991,         7.8842,         7.6920,         7.5977
    779,         0.0030,         0.0000,         0.0020,         0.0028,         0.0000,         0.0002,         0.0036,         2.7696,         5.0556,         6.4862,         7.3002,         8.0554,         8.0971,         7.8843,         7.6927,         7.5984
    780,         0.0029,         0.0000,         0.0020,         0.0027,         0.0000,         0.0002,         0.0036,         2.7545,         5.0344,         6.4671,         7.2871,         8.0499,         8.0952,         7.8845,         7.6935,         7.5991
    781,         0.0028,         0.0000,         0.0020,         0.0027,         0.0000,         0.0001,         0.0035,         2.7387,         5.0126,         6.4476,         7.2737,         8.0443,         8.0932,         7.8847,         7.6942,         7.5998
    782,         0.0028,         0.0000,         0.0021,         0.0026,         0.0000,         0.0001,         0.0035,         2.7240,         4.9916,         6.4287,         7.2604,         8.0388,         8.0912,         7.8848,         7.6950,         7.6006
    783,         0.0027,         0.0000,         0.0021,         0.0026,         0.0000,         0.0001,         0.0035,         2.7106,         4.9716,         6.4103,         7.2473,         8.0332,         8.0892,         7.8849,         7.6957,         7.6013
    784,         0.0027,         0.0000,         0.0021,         0.0025,         0.0000,         0.0001,         0.0035,         2.6967,         4.9516,         6.3916,         7.2340,         8.0277,         8.0872,         7.8850,         7.6964,         7.6020
    785,         0.0026,         0.0000,         0.0022,         0.0025,         0.0000,         0.0001,         0.0035,         2.6825,         4.9311,         6.3728,         7.2205,         8.0220,         8.0852,         7.8851,         7.6971,         7.6027
    786,         0.0025,         0.0000,         0.0022,         0.0024,         0.0000,         0.0001,         0.0035,         2.6700,         4.9120,         6.3547,         7.2073,         8.0163,         8.0832,         7.8852,         7.6979,         7.6035
    787,         0.0025,         0.0000,         0.0023,         0.0023,         0.0000,         0.0001,         0.0035,         2.6576,         4.8931,         6.3366,         7.1939,         8.0107,         8.0812,         7.8853,         7.6986,         7.6042
    788,         0.0024,         0.0000,         0.0023,         0.0022,         0.0000,         0.0001,         0.0035,         2.6460,         4.8750,         6.3189,         7.1807,         8.0050,         8.0791,         7.8854,         7.6993,         7.6049
    789,         0.0023,         0.0000,         0.0024,         0.0022,         0.0000,         0.0001,         0.0035,         2.6367,         4.8586,         6.3020,         7.1679,         7.9993,         8.0771,         7.8854,         7.7000,         7.6057
    790,         0.0023,         0.0000,         0.0024,         0.0022,         0.0000,         0.0001,         0.0035,         2.6267,         4.8422,         6.2847,         7.1547,         7.9936,         8.0751,         7.8855,         7.7007,         7.6064
    791,         0.0022,         0.0000,         0.0024,         0.0021,         0.0000,         0.0001,         0.0035,         2.6162,         4.8256,         6.2672,         7.1413,         7.9878,         8.0730,         7.8855,         7.7014,         7.6071
    792,         0.0022,         0.0000,         0.0025,         0.0020,         0.0000,         0.0001,         0.0035,         2.6052,         4.8088,         6.2496,         7.1278,         7.9820,         8.0709,         7.8855,         7.7021,         7.6078
